url,source,api,download_url,volume_name,mip,voxel_x,voxel_y,voxel_z,crop,crop_size,invert,padding_value
https://openorganelle.janelia.org/datasets/jrc_ctl-id8-2,openorganelle,xarray,s3://janelia-cosem/jrc_ctl-id8-2/jrc_ctl-id8-2.n5/em/fibsem-uint8,jrc_ctl-id8-2_openorganelle,0,8,8,8,TRUE,256,FALSE,0
https://openorganelle.janelia.org/datasets/jrc_ctl-id8-3,openorganelle,xarray,s3://janelia-cosem/jrc_ctl-id8-3/jrc_ctl-id8-3.n5/em/fibsem-uint8,jrc_ctl-id8-3_openorganelle,0,8,8,8,TRUE,256,FALSE,0
https://github.com/mobie/platybrowser-datasets,mobie,xarray,https://s3.embl.de/platybrowser/rawdata/sbem-6dpf-1-whole-raw.n5/setup0/timepoint0,platybrowser_mobie,0,10,10,25,TRUE,256,FALSE,0
https://github.com/mobie/sponge-fibsem-project,mobie,xarray,https://s3.embl.de/sponge-fibsem/cell1/images/local/fibsem-raw.n5/setup0/timepoint0,sponge-fibsem-cell1_mobie,0,8,8,8,FALSE,256,FALSE,0
https://github.com/mobie/sponge-fibsem-project,mobie,xarray,https://s3.embl.de/sponge-fibsem/cell3/images/local/fibsem-raw.n5/setup0/timepoint0,sponge-fibsem-cell3_mobie,0,5,5,8,FALSE,256,FALSE,0
https://github.com/mobie/sponge-fibsem-project,mobie,xarray,https://s3.embl.de/sponge-fibsem/choanocyte-chamber/images/local/fibsem-raw.n5/setup0/timepoint0,sponge-fibsem-choanocyte-chamber_mobie,0,15,15,15,FALSE,256,FALSE,0
https://github.com/mobie/yeast-clem-datasets,mobie,xarray,https://s3.embl.de/yeast-clem/yeast/images/local/em-raw-overview.n5/setup0/timepoint0,yeast-clem_mobie,0,10,10,2000,FALSE,256,FALSE,0
https://www.microns-explorer.org/phase1,microns,CloudVolume,precomputed://https://bossdb-open-data.s3.amazonaws.com/microns/minnie/minnie65-phase3-em/aligned/v1,microns_cortical_mm3,1,4,4,40,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/bock11/image,bock2011,1,4,4,x,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/bhatla/ritaN2/image,bhatla2015,2,x,x,x,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/bloss/bloss18/image,bloss2018,2,4,4,50,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/bumbarger/bumbarger13/image,bumbarger2013,1,x,x,x,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/collman/collman15v2/EM25K,collman2015,2,2,2,x,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/kharris15/spine/em,kharris2015_spine,2,2,2,x,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/kharris15/apical/em,kharris2015_apical,2,2,2,x,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/kharris15/oblique/em,kharris2015_oblique,2,2,2,x,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/hildebrand/130201zf142/160515_SWiFT_60nmpx,hildebrand2017,1,4,4,x,TRUE,256,FALSE,250
,openconnectome,CloudVolume,s3://open-neurodata/kasthuri/kasthuri11/image,kasthuri2011,2,3,3,x,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/kasthuri/kasthuri14Maine/image,kasthuri2014_maine,2,3,3,x,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/kasthuri/kasthuri14s1colEM/image,kasthuri2014_column,2,3,3,x,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/lee/lee16/image,lee2016,1,4,4,x,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/takemura/takemura13/image,takemura2013,1,x,x,x,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/templier/Wafer1/C1_EM,templier_wafer1,1,x,x,x,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/templier/Wafer3/EM,templier_wafer3,0,x,x,x,TRUE,256,FALSE,0
,openconnectome,CloudVolume,s3://open-neurodata/wanner16/AA201605/SBEM1,wanner2016,1,x,x,x,TRUE,256,FALSE,0
